Mã KH,Số Phiếu Xuất,,Ngày Ghi Sổ,Diễn Giải,Mã Sản Phẩm,Tên Sản Phẩm,Số Lượng,Thành Tiền,,,,,,,,,,,,
,,,,Xuất bán T09/03- LT13116COFA ngày ETD 5/9/2016 Total,,,152.00,"8,736.20",,,,,,,,,,,,
,XBH011609/073,,9/30/16 0:00,Xuất bán T9/073 - LT13216COFA,LTCCER1F263SCK2,Cerdena Armchair_F263,76.00,"1,747.24",,,,,,,,,,,,
,,,,,LTCCER3F263SK1,Cerdena 3 Seater_F263,38.00,"1,747.24",,,,,,,,,,,,
,,,,,LTTCER1F263SK1,Cerdena Coffee Table_F263,38.00,"5,241.72",,,,,,,,,,,,
,,,,Xuất bán T9/073 - LT13216COFA Total,,,152.00,"8,736.20",,,,,,,,,,,,
,XBH011611/027,,11/11/16 0:00,Xuất bán T11/27 - LT13316COFA -  lsx 37,LTCCER1F263SCK2,Cerdena Armchair_F263,76.00,"1,747.24",,,,,,,,,,,,
,,,,,LTCCER3F263SK1,Cerdena 3 Seater_F263,38.00,"5,241.72",,,,,,,,,,,,
,,,,,LTTCER1F263SK1,Cerdena Coffee Table_F263,38.00,"1,747.24",,,,,,,,,,,,
,,,,Xuất bán T11/27 - LT13316COFA -  lsx 37 Total,,,152.00,"8,736.20",,,,,,,,,,,,
,XBH011701/079,,1/20/17 0:00,Xuất bán T01/079 - LT18016COFA-  LSX 68,LTCTAH1F009SKA1,Tahiti Arm Chair_F009,56.00,"1,904.00",,,,,,,,,,,,
,,,,,LTSTAH3F009SKA1,Tahiti Sofa 3 Seater_F009,28.00,"5,320.00",,,,,,,,,,,,
,,,,,LTTTAHCF009SKA1,Tahiti Coffe Table_F009,28.00,"1,918.84",,,,,,,,,,,,
,,,,Xuất bán T01/079 - LT18016COFA-  LSX 68 Total,,,112.00,"9,142.84",,,,,,,,,,,,
,XBH011701/080,,1/20/17 0:00,Xuất bán T01/080 - LT18016COFA-  LSX 68,LTCERO1H275ACA1,Erope Chair_H275,70.00,"3,325.00",,,,,,,,,,,,
,,,,,LTCTAH1F009SK1,Tahiti Dining Chair_F009,160.00,"4,000.00",,,,,,,,,,,,
,,,,,LTSSAN1H085S1WI,SanDiego 1 Seater_H085_DAN,2.00,174.00,,,,,,,,,,,,
,,,,,LTSSAN3H085SCA1,SanDiego 3 Seater_H085,1.00,170.00,,,,,,,,,,,,
,,,,,LTTERO1H275ACA1,Erope Table_H275,50.00,"1,345.00",,,,,,,,,,,,
,,,,,LTTSAN1H085SC1,SanDiego Small Coffee Table_H085,1.00,47.83,,,,,,,,,,,,
,,,,,LTTTAH1F009SK2,Tahiti Dining Table_F009,20.00,"3,469.00",,,,,,,,,,,,
,,,,Xuất bán T01/080 - LT18016COFA-  LSX 68 Total,,,304.00,"12,530.83",,,,,,,,,,,,
,XBH011701/081,,1/20/17 0:00,Xuất bán T01/081 - LT18016COFA-  LSX 68,LTCTAH1F009SKA1,Tahiti Arm Chair_F009,56.00,"1,904.00",,,,,,,,,,,,
,,,,,LTSTAH3F009SKA1,Tahiti Sofa 3 Seater_F009,28.00,"5,320.00",,,,,,,,,,,,
,,,,,LTTTAHCF009SKA1,Tahiti Coffe Table_F009,28.00,"1,918.84",,,,,,,,,,,,
,,,,Xuất bán T01/081 - LT18016COFA-  LSX 68 Total,,,112.00,"9,142.84",,,,,,,,,,,,
,XBH011701/082,,1/20/17 0:00,Xuất bán T01/082 - LT18016COFA-  LSX 68,LTSSAN1H085S1WI,SanDiego 1 Seater_H085_DAN,48.00,"4,176.00",,,,,,,,,,,,
,,,,,LTSSAN3H085SCA1,SanDiego 3 Seater_H085,24.00,"4,080.00",,,,,,,,,,,,
,,,,,LTTSAN1H085SC1,SanDiego Small Coffee Table_H085,24.00,"1,147.92",,,,,,,,,,,,
,,,,Xuất bán T01/082 - LT18016COFA-  LSX 68 Total,,,96.00,"9,403.92",,,,,,,,,,,,
,XBH011704/033,,4/8/17 0:00,Xuất bán T04/033 - LT3017COFA - LSX 84,LTCCER1F263SCK2,Cerdena Armchair_F263,76.00,"2,907.00",,,,,,,,,,,,
,,,,,LTCCER3F263SK1,Cerdena 3 Seater_F263,38.00,"2,907.00",,,,,,,,,,,,
,,,,,LTCTAH1F009SK1,Tahiti Dining Chair_F009,8.00,184.00,,,,,,,,,,,,
,,,,,LTTCER1F263SK1,Cerdena Coffee Table_F263,38.00,"2,922.20",,,,,,,,,,,,
,,,,,LTTTAH1F009SK2,Tahiti Dining Table_F009,1.00,189.45,,,,,,,,,,,,
,,,,Xuất bán T04/033 - LT3017COFA - LSX 84 Total,,,161.00,"9,109.65",,,,,,,,,,,,
,XBH011704/034,,4/8/17 0:00,Xuất bán T04/034 - LT3017COFA - LSX 84,LTCTAH1F009SK1,Tahiti Dining Chair_F009,56.00,"1,288.00",,,,,,,,,,,,
,,,,,LTCTAH1F009SKA1,Tahiti Arm Chair_F009,44.00,"2,640.00",,,,,,,,,,,,
,,,,,LTSTAH3F009SKA1,Tahiti Sofa 3 Seater_F009,22.00,"2,640.00",,,,,,,,,,,,
,,,,,LTTTAH1F009SK2,Tahiti Dining Table_F009,7.00,"1,326.15",,,,,,,,,,,,
,,,,,LTTTAHCF009SKA1,Tahiti Coffe Table_F009,22.00,"1,903.66",,,,,,,,,,,,
,,,,Xuất bán T04/034 - LT3017COFA - LSX 84 Total,,,151.00,"9,797.81",,,,,,,,,,,,
,XBH011704/101,,4/20/17 0:00,Xuất bán T04/101 - LT0517CLFA - LSX 66,LTSCER1F264SCA1,Cerdena Armchair_F264,64.00,"3,370.24",,,,,,,,,,,,
,,,,,LTSCER3F264SCA1,Cerdena Sofa 3 Seater_F264,32.00,"2,691.52",,,,,,,,,,,,
,,,,,LTTCERCF264SCA1,Cerdena Coffee Table_F264,32.00,"1,347.52",,,,,,,,,,,,
,,,,Xuất bán T04/101 - LT0517CLFA - LSX 66 Total,,,128.00,"7,409.28",,,,,,,,,,,,
AQU57FAL Total,,,,,,,"3,767.00","261,053.45",,,,,,,,,,,,
BAH54BAH,_XBH011703/053,,3/13/17 0:00,Xuất bán T03/063- LTINV26550-  LSX  71,LTCOWE1F278APA1,OWEN STOL_F278,480.00,"8,736.00",,,,,,,,,,,,
,XBH011701/126,,1/23/17 0:00,Xuất bán T01/126 - LTINV26553 - LSX 70,LTCDAN1F338SPA1,Daniel Chair_F338,495.00,"6,187.50",,,,,,,,,,,,
,,,,,LTCDAN1F339SPA1,Daniel Chair_F339,468.00,"5,148.00",,,,,,,,,,,,
,,,,,LTCDAN1F400SPA1,Daniel Chair_F400,504.00,"5,544.00",,,,,,,,,,,,
,,,,Xuất bán T01/126 - LTINV26553 - LSX 70 Total,,,"1,467.00","16,879.50",,,,,,,,,,,,
,XBH011702/089,,2/28/17 0:00,Xuất bán T02/089 - LTINV26552 - LSX 70,LTCDAN1F400SPA1,Daniel Chair_F400,"1,492.00","16,412.00",,,,,,,,,,,,
,XBH011702/090,,2/28/17 0:00,Xuất bán T02/090 - LTINV26553 - LSX 70,LTCDAN1F338SPA1,Daniel Chair_F338,504.00,"6,300.00",,,,,,,,,,,,
,,,,,LTCDAN1F339SPA1,Daniel Chair_F339,30.00,345.00,,,,,,,,,,,,
,,,,Xuất bán T02/090 - LTINV26553 - LSX 70 Total,,,534.00,"6,645.00",,,,,,,,,,,,
BAH54BAH Total,,,,,,,"3,973.00","48,672.50",,,,,,,,,,,,
BDS49BDS,XBH011609/004,,9/5/16 0:00,Xuất bán T09/04- DYKEH ngày ETD 5/9/2016,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,68.00,"1,812.88",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,814.24",,,,,,,,,,,,
,,,,Xuất bán T09/04- DYKEH ngày ETD 5/9/2016 Total,,,238.00,"10,880.00",,,,,,,,,,,,
,XBH011609/005,,9/5/16 0:00,Xuất bán T09/05- DYKEH ngày ETD 5/9/2016,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,68.00,"1,812.88",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,814.24",,,,,,,,,,,,
,,,,Xuất bán T09/05- DYKEH ngày ETD 5/9/2016 Total,,,238.00,"10,880.00",,,,,,,,,,,,
,XBH011609/006,,9/5/16 0:00,Xuất bán T09/06- DYKEH ngày ETD 5/9/2016,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,68.00,"1,812.88",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,814.24",,,,,,,,,,,,
,,,,Xuất bán T09/06- DYKEH ngày ETD 5/9/2016 Total,,,238.00,"10,880.00",,,,,,,,,,,,
,XBH011609/007,,9/5/16 0:00,Xuất bán T09/07- DYKEH ngày ETD 5/9/2016,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,68.00,"1,812.88",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,814.24",,,,,,,,,,,,
,,,,Xuất bán T09/07- DYKEH ngày ETD 5/9/2016 Total,,,238.00,"10,880.00",,,,,,,,,,,,
,XBH011609/008,,9/5/16 0:00,Xuất bán T09/07- DYKEH ngày ETD 5/9/2016,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,68.00,"1,812.88",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,813.22",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,814.24",,,,,,,,,,,,
,,,,Xuất bán T09/07- DYKEH ngày ETD 5/9/2016 Total,,,238.00,"10,880.00",,,,,,,,,,,,
,XBH011701/122,,1/23/17 0:00,Xuất bán T01/122 - DYKEI - LSX 38,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,870.00",,,,,,,,,,,,
,,,,Xuất bán T01/122 - DYKEI - LSX 38 Total,,,204.00,"10,880.00",,,,,,,,,,,,
,XBH011701/123,,1/23/17 0:00,Xuất bán T01/123 - DYKEI - LSX 38,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,870.00",,,,,,,,,,,,
,,,,Xuất bán T01/123 - DYKEI - LSX 38 Total,,,204.00,"10,880.00",,,,,,,,,,,,
,XBH011701/124,,1/23/17 0:00,Xuất bán T01/124 - DYKEI - LSX 38,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,870.00",,,,,,,,,,,,
,,,,Xuất bán T01/124 - DYKEI - LSX 38 Total,,,204.00,"10,880.00",,,,,,,,,,,,
,XBH011701/125,,1/23/17 0:00,Xuất bán T01/125 - DYKEI - LSX 38,LTSCOR1H374SCA1,Corner Sofa Set_ArmChair_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORCH374SCA1,Corner Sofa Set_Corner_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORLH374SCA1,Corner Sofa Set_Left_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORMH374SCA1,Corner Sofa Set_Middle_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTSCORRH374SCA1,Corner Sofa Set_Right_H374,34.00,"1,802.00",,,,,,,,,,,,
,,,,,LTTCORVH374SCA1,Corner Sofa Set_Table_H374,34.00,"1,870.00",,,,,,,,,,,,
,,,,Xuất bán T01/125 - DYKEI - LSX 38 Total,,,204.00,"10,880.00",,,,,,,,,,,,
BDS49BDS Total,,,,,,,"2,006.00","97,920.00",,,,,,,,,,,,
BEM41BEM,XHM011605/001,,5/6/16 0:00,Xuất bán hàng mẫu -SAMPLE 06052016,LTCS10042,Nệm ngồi Roma set,10.00,0.00,,,,,,,,,,,,
,,,,,LTCS10135,Nệm ngồi Angebot Set ,3.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00089WI,Mẫu MARA CHAIR_LSX16031,4.00,44.00,,,,,,,,,,,,
,,,,,LTSAM00090WI,Mẫu GUDHJEM CHAIR_LSX16031,4.00,52.00,,,,,,,,,,,,
,,,,,LTSAM00091WI,Mẫu BORK CHAIR_LSX16031,4.00,68.00,,,,,,,,,,,,
,,,,,LTSAM00092WI,Mẫu Angebot Garden set (K/D)_LSX16031,1.00,132.00,,,,,,,,,,,,
,,,,,LTSAM00093WI,Mẫu Sectional roma set (K/D)_LSX16031,1.00,179.00,,,,,,,,,,,,
,,,,Xuất bán hàng mẫu -SAMPLE 06052016 Total,,,27.00,475.00,,,,,,,,,,,,
BIL45BIL,_XBH011703/046,,3/13/17 0:00,Xuất bán T03/56 - LTINV27183 - LSX 73,LTCLEE2F405SPA1,Leeds Bench Black_F405,480.00,"9,528.00",,,,,,,,,,,,
,_XBH011703/072,,3/16/17 0:00,Xuất bán T03/082 - LTINV27184 - LSX 78,LTSVICAF342SCA1,Victoria Loungeset_F342,65.00,"9,015.50",,,,,,,,,,,,
,XBH011701/085,,1/21/17 0:00,Xuất bán T01/085 - LTINV27183 - LSX 78,LTCLEE2F405SPA1,Leeds Bench Black_F405,480.00,"9,528.00",,,,,,,,,,,,
,XBH011701/086,,1/21/17 0:00,Xuất bán T01/086 - LTINV27184 - LSX 78,LTSVICAF342SCA1,Victoria Loungeset_F342,65.00,"9,015.50",,,,,,,,,,,,
BIL45BIL Total,,,,,,,"1,090.00","37,087.00",,,,,,,,,,,,
CON45CES,_XBH011703/052,,3/13/17 0:00,Xuất bán T03/062- LTINV26548 - LSX 71,LTCOWE1F278APA1,OWEN STOL_F278,720.00,"13,104.00",,,,,,,,,,,,
CON45CON,_XKC011703/007,,3/14/17 0:00,Xuất mẫu hàng SGS qua seal  qua phòng lab tex theo yêu cầu của khách theo phiếu  yêu cầu xuất xuongử nagỳ 14/3/2017,LTCBIR2F310SP1,New Birkemose Chair_F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTCBOR1F310SK1,New Bork Chair F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTCGUD1F310SPA1,Gudhjem Chair_F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,6.00,0.00,,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,3.00,0.00,,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,3.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu hàng SGS qua seal  qua phòng lab tex theo yêu cầu của khách theo phiếu  yêu cầu xuất xuongử nagỳ 14/3/2017 Total,,,18.00,0.00,,,,,,,,,,,,
,XHM011605/002,,5/11/16 0:00,Xuất hàng chào hàng LSXM 28 theo phiếu yêu cầu xuất xưởng được duyệt ngày 11/5/2016 mẫu không thu tiền,LTSAM00102WI,Mẫu Marid chair_ LSX16028,6.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00103WI,Mẫu Davi chair_ LSX16028,6.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00104WI,Mẫu Fulham sofa 3 seaters chair_ LSX16028,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00105WI,Mẫu Roma sofa set_ LSX16028,1.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng chào hàng LSXM 28 theo phiếu yêu cầu xuất xưởng được duyệt ngày 11/5/2016 mẫu không thu tiền Total,,,14.00,0.00,,,,,,,,,,,,
,XHM011605/003,,5/11/16 0:00,Xuất hàng mẫu cho khách- LSX42 theo phiếu yêu cầu xuất xưởng được duyệt ngày 9/5/2016 mẫu không thu tiền,LTCBOR1H274SK2,Polden Chair(New Bork Chair)_H274,6.00,0.00,,,,,,,,,,,,
,,,,,LTTSAB1H274SC,Sabegy Table(Oval Table)_H274,1.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng mẫu cho khách- LSX42 theo phiếu yêu cầu xuất xưởng được duyệt ngày 9/5/2016 mẫu không thu tiền Total,,,7.00,0.00,,,,,,,,,,,,
,XHM011605/008,,5/18/16 0:00,Xuất hàng mẫu đi text theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 18/05/2016,LTCGUD1F210SPA1,Gudhjem Chair_F210,1.00,0.00,,,,,,,,,,,,
,,,,,LTCJUL1F405SPK1,Jullerup Chair_F405,1.00,0.00,,,,,,,,,,,,
,,,,,LTTSAB1H274SC,Sabegy Table(Oval Table)_H274,1.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng mẫu đi text theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 18/05/2016 Total,,,3.00,0.00,,,,,,,,,,,,
,XHM011606/003,,6/22/16 0:00,Xuất hàng mẫu cho khác hàng mượn đến 5/7/2016 khách sẽ sẽ trả lại,LTSAM00035WI,Mẫu Skive chair_LSX16011,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00037WI,Mẫu Bogense bench_LSX16011,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00167WI,Mẫu Corner Sofa Set_Left,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00168WI,Mẫu Corner Sofa Set_Right,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00169WI,Mẫu Corner Sofa Set_Middle,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00170WI,Mẫu Corner Sofa Set_Corner,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00171WI,Mẫu Corner Sofa Set_Table_FE,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00172WI,Mẫu Corner Sofa Set_ArmChair,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00175WI,Mẫu Polden Chair,4.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng mẫu cho khác hàng mượn đến 5/7/2016 khách sẽ sẽ trả lại Total,,,13.00,0.00,,,,,,,,,,,,
,XHM011607/001,,7/2/16 0:00,"Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 2/7/2016, mẫu không thu tiền, khách hàng chịu tiền ",LTSAM00032WI,Mẫu Gudhjem chair,18.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00183WI,Mẫu Gudhjem Chair (Nhôm),2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00184WI,Mẫu Gudhjem Chair dây F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00185WI,Mẫu Relax chair_dây F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00186WI,Mẫu Side Table Dây F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00187WI,Mẫu Torino Set F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00188WI,Mẫu 3 Seaters sofa,3.00,0.00,,,,,,,,,,,,
,,,,"Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 2/7/2016, mẫu không thu tiền, khách hàng chịu tiền  Total",,,31.00,0.00,,,,,,,,,,,,
,XHM011607/004,,7/13/16 0:00,"Xuất mẫu cho khác hàng theo phiếu yêu cầu xuất xưởng ngày 12/7/2016, nếu không có đơn hàng thì khách sẽ chịu tiền mẫu",LTSAM00175WI,Mẫu Polden Chair,1.00,33.00,,,,,,,,,,,,
,,,,,LTSAM00195WI,Mẫu Copenhagen Chair,1.00,51.00,,,,,,,,,,,,
,,,,,LTSAM00196WI,Mẫu Corner Sofa Set,1.00,307.00,,,,,,,,,,,,
,,,,,LTSAM00198WI,Mẫu Art 86800894 Chair,1.00,51.00,,,,,,,,,,,,
,,,,,LTSAM00199WI,Mẫu Copenhagen Set,1.00,263.00,,,,,,,,,,,,
,,,,"Xuất mẫu cho khác hàng theo phiếu yêu cầu xuất xưởng ngày 12/7/2016, nếu không có đơn hàng thì khách sẽ chịu tiền mẫu Total",,,5.00,705.00,,,,,,,,,,,,
,XHM011607/008,,7/26/16 0:00,"Xuất mẫu gửi cho khách hàng theo phiếu ngày  26/7/2016,cước vận chuyển khách hàng chịu ",LTSAM00048WI,Mẫu Gudhjem bench,3.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00134WI,Mẫu Chaise Longue,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00175WI,Mẫu Polden Chair,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00203WI,Mẫu Jersey sofa,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00204WI,Mẫu Bari sofa,3.00,0.00,,,,,,,,,,,,
,,,,"Xuất mẫu gửi cho khách hàng theo phiếu ngày  26/7/2016,cước vận chuyển khách hàng chịu  Total",,,9.00,0.00,,,,,,,,,,,,
,XHM011609/005,,9/16/16 0:00,"Xuất mẫu LSX 79  sang Khách Hàng Đan Mạch theo phiếu yêu cầu xuất xưởng ngày 16/9/2016.(Lê Trần chịu tiền mẫu,KH chịu tiền VC)",LTCBIR2F310S1WI,New Birkemose Chair_F310_DAN,10.00,0.00,,,,,,,,,,,,
,,,,,LTCBIR2F314S1WI,New Birkemose Chair_F314_DAN,6.00,0.00,,,,,,,,,,,,
,,,,,LTCBOR1F314S1WI,New Bork Chair_F314_DAN,6.00,0.00,,,,,,,,,,,,
,,,,"Xuất mẫu LSX 79  sang Khách Hàng Đan Mạch theo phiếu yêu cầu xuất xưởng ngày 16/9/2016.(Lê Trần chịu tiền mẫu,KH chịu tiền VC) Total",,,22.00,0.00,,,,,,,,,,,,
,XKC011605/006,,5/26/16 0:00,Xuất mẫu cho khách hàng mượn đến ngày 5/6/2016 trả mẫu theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 25/05/2016,LTCCORCF274AK1,Corner sofa set_H274,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00131WI,Mẫu New Romantic Chair,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00132WI,Mẫu New Sageby table,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00133WI,Mẫu New Bork Set,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00134WI,Mẫu Chaise Longue,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00135WI,Mẫu New Chair W/O ArmRest,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00136WI,Mẫu 3 Seater sofa Single,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00137WI,Mẫu Round Table,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu cho khách hàng mượn đến ngày 5/6/2016 trả mẫu theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 25/05/2016 Total,,,8.00,0.00,,,,,,,,,,,,
,XKC011605/007,,5/27/16 0:00,Xuất mẫu cho khách hàng mượn đến ngày 5/6/2016 trả mẫu theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 27/05/2016,LTCBOR1F110SP1,Bork Chair_F110,2.00,0.00,,,,,,,,,,,,
,,,,,LTCJUB1F210SP2,New Jubi Chair _F210,1.00,0.00,,,,,,,,,,,,
,,,,,LTCS10094,Nệm ngồi New Bork set,3.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu cho khách hàng mượn đến ngày 5/6/2016 trả mẫu theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 27/05/2016 Total,,,6.00,0.00,,,,,,,,,,,,
,XKC011610/008,,10/6/16 0:00,Xuất hàng theo phiếu yêu cầu xuất xưởng ngày 6/10/2016,LTSAM00184WI,Mẫu Gudhjem Chair dây F310,10.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00244WI,Mẫu Idskod Armchair,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00245WI,Mẫu Idskod Sofa 2 Seater,1.00,0.00,,,,,,,,,,,,
,,,,,LTTIDS1F310S1WI01,Idskov Lounge Set_Table_F310_DAN,1.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng theo phiếu yêu cầu xuất xưởng ngày 6/10/2016 Total,,,13.00,0.00,,,,,,,,,,,,
